[BASH] Running the CPU only (default) graph500 for scale 21 with sorted edges
260.01	243.66	4.52	243.60	0.06	0.00	243.60	0.00	0.00	0.00	0.00	0.00	67108862	0.2754
269.38	258.38	4.56	258.32	0.06	0.00	258.32	0.00	0.00	0.00	0.00	0.00	67108862	0.2597
245.88	228.79	11.66	228.74	0.04	0.00	228.74	0.00	0.00	0.01	0.00	0.00	67108862	0.2933
321.99	297.31	14.90	297.24	0.06	0.00	297.24	0.00	0.00	0.00	0.01	0.00	67108862	0.2257
334.16	310.50	14.35	310.44	0.05	0.00	310.44	0.00	0.00	0.01	0.00	0.00	67108862	0.2161
406.73	381.57	8.41	381.48	0.07	0.00	381.48	0.00	0.00	0.01	0.00	0.00	67108862	0.1759
268.30	252.77	7.84	252.71	0.05	0.00	252.71	0.00	0.00	0.00	0.00	0.00	67108862	0.2655
242.61	225.65	4.95	225.60	0.04	0.00	225.60	0.00	0.00	0.01	0.00	0.00	67108862	0.2974
198.46	187.14	4.52	187.09	0.05	0.00	187.09	0.00	0.00	0.00	0.00	0.00	67108862	0.3586
432.54	410.88	11.19	410.83	0.04	0.00	410.83	0.00	0.00	0.01	0.00	0.00	67108862	0.1633
427.70	410.89	7.60	410.83	0.04	0.00	410.83	0.00	0.00	0.00	0.00	0.00	67108862	0.1633
454.13	425.86	12.58	425.79	0.06	0.00	425.79	0.00	0.00	0.01	0.00	0.00	67108862	0.1576
381.06	367.39	6.15	367.32	0.06	0.00	367.32	0.00	0.00	0.00	0.00	0.00	67108862	0.1827
220.09	210.03	4.52	209.98	0.04	0.00	209.98	0.00	0.00	0.01	0.00	0.00	67108862	0.3195
282.71	270.47	2.48	270.40	0.06	0.00	270.40	0.00	0.00	0.01	0.00	0.00	67108862	0.2481
307.00	288.11	9.27	288.05	0.06	0.00	288.05	0.00	0.00	0.00	0.00	0.00	67108862	0.2329
291.88	280.67	5.77	280.62	0.04	0.00	280.62	0.00	0.00	0.01	0.00	0.00	67108862	0.2391
294.22	283.70	5.13	283.66	0.04	0.00	283.66	0.00	0.00	0.01	0.00	0.00	67108862	0.2365
314.59	295.43	10.90	295.37	0.05	0.00	295.37	0.00	0.00	0.01	0.00	0.00	67108862	0.2272
194.26	185.72	3.06	185.67	0.05	0.00	185.67	0.00	0.00	0.00	0.00	0.00	67108862	0.3613
257.83	245.10	4.76	245.01	0.08	0.00	245.01	0.00	0.00	0.00	0.00	0.00	67108862	0.2738
212.12	204.99	1.70	204.95	0.04	0.00	204.95	0.00	0.00	0.01	0.00	0.00	67108862	0.3274
338.02	320.86	10.16	320.81	0.04	0.00	320.81	0.00	0.00	0.01	0.00	0.00	67108862	0.2092
195.13	188.23	1.51	188.19	0.04	0.00	188.19	0.00	0.00	0.01	0.00	0.00	67108862	0.3565
204.22	195.03	1.66	194.99	0.03	0.00	194.99	0.00	0.00	0.00	0.00	0.00	67108862	0.3441
271.91	228.28	38.27	228.23	0.04	0.00	228.23	0.00	0.00	0.00	0.00	0.00	67108862	0.2940
251.71	231.66	13.26	231.60	0.05	0.00	231.60	0.00	0.00	0.00	0.00	0.00	67108862	0.2897
246.48	234.53	4.54	234.48	0.04	0.00	234.48	0.00	0.00	0.00	0.00	0.00	67108862	0.2861
282.25	274.04	1.61	273.98	0.04	0.00	273.98	0.00	0.00	0.00	0.00	0.00	67108862	0.2449
204.17	197.15	1.51	197.10	0.04	0.00	197.10	0.00	0.00	0.00	0.00	0.00	67108862	0.3404
225.78	218.87	1.51	218.82	0.04	0.00	218.82	0.00	0.00	0.00	0.00	0.00	67108862	0.3066
207.20	199.83	1.52	199.77	0.05	0.00	199.77	0.00	0.00	0.00	0.00	0.00	67108862	0.3358
196.39	189.51	1.53	189.45	0.05	0.00	189.45	0.00	0.00	0.00	0.00	0.00	67108862	0.3541
248.65	238.74	4.56	238.69	0.05	0.00	238.69	0.00	0.00	0.00	0.00	0.00	67108862	0.2811
226.51	218.04	1.51	218.00	0.04	0.00	218.00	0.00	0.00	0.00	0.00	0.00	67108862	0.3078
210.60	200.52	4.52	200.46	0.05	0.00	200.46	0.00	0.00	0.00	0.00	0.00	67108862	0.3347
268.79	261.77	1.51	261.71	0.05	0.00	261.71	0.00	0.00	0.00	0.00	0.00	67108862	0.2564
196.95	189.93	1.61	189.89	0.03	0.00	189.89	0.00	0.00	0.01	0.00	0.00	67108862	0.3533
